id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count
14259,,CHATEAU FRONTENAC,LUNCH,COMMERCIAL,QUEBEC [CANADA],CARD; 3.75 X 5.25;,,LOGO;,1901-2014,,,7/24/1901,Chateau Frontenac,,,,complete,2,36
14260,,CHATEAU FRONTENAC,DINNER,COMMERCIAL,QUEBEC [CANADA],CARD; 3.75 X 5.25;,,LOGO; INFORMATION ABOUT THE TAPESTRIES IN THE DINING ROOM;,1901-2015,,,7/24/1901,Chateau Frontenac,,,,complete,2,25
14263,,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COM,"EN ROUTE - 'FRIEDRICH DER GROSSE """,FOLDER; ILLUS.COVER; COL; 4 X 6.5;,,MENU IN BOTH GERMAN & ENGLISH;,1901-2324,,,9/12/1901,Norddeutscher Lloyd Bremen,,,,complete,4,58
14264,,NORDDEUTSCHER LLOYD BREMEN,DINNER,COM,"EN ROUTE - ""FRIEDRICH DER GROSSE""",FOLDER; ILLUS.COVER; COL; 5.25 X 7.5;,,MENU IN BOTH GERMEN & ENGLISH; MUSIC PROGRAM INCLUDED;,1901-2325,,,9/12/1901,Norddeutscher Lloyd Bremen,,,,complete,4,34
14265,,NORDDEUTSCHER LLOYD BREMEN,[LUNCH] SPEISE-KARTE,COM,"EN ROUTE - ""FRIEDRICH DER GROSSE""",BROADSIDE; ILLUS; COL; 5.5 X 8.25;,,MENU IN GERMAN ONLY;,1901-2326,,,9/13/1901,Norddeutscher Lloyd Bremen,,,,complete,2,14
14266,,NORDDEUTSCHER LLOYD BREMEN,MITTAGESSEN,COM,"EN ROUTE ""FRIEDRICH DER GROSSE""",BROADSIDE; ILLUS; COL; 5.5 X 8.5;,,MENU IN GERMEN ONLY;,1901-2327,,,9/13/1901,Norddeutscher Lloyd Bremen,,,,complete,2,11
14267,,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,COM,"EN ROUTE "" FRIEDRICH DER GROSSE""",BROADSIDE;ILLUS; COL; 5.5 X 8.25;,,MENU IN BOTH GERMAN & ENGLISH;,1901-2328,,,9/13/1901,Norddeutscher Lloyd Bremen,,,,complete,2,66
14268,,PULLMAN BUFFET,[DINNER],COMMERCIAL,EN ROUTE - PARLOR CAR,FOLDER;ILLUS; COL; 5 X 7.25;,,COMPLETE WINE LIST INCLUDED; ALL PRICES LISTED;,1901-2331,,,9/1/1901,Pullman Buffet,,Dollars,$,complete,4,77
14271,,SUMMIT HOUSE,DINNER,COM,"MOUNT WASHINGTON,NEW HAMPSHIRE",BROADSIDE; 4.5 X 7;,,,1901-2334,,,9/13/1901,Summit House,,,,complete,2,40
14272,,L.TIRELLI'S ASSOCIATION,2ND ANNUAL BALL,SOC;,"COLUMBUS HOTEL,NY",BOOKLET; ILLUS; COL; 3.25 X 4.5;,ANNUAL,OFFICERS LISTED; COMPLETE MUSIC PROGRAM INCLUDED; SEPARATE PAGE FOR WINES WITH PRICES;,1901-2335,,,1/1/1901,L.Tirelli's Association,,Dollars,$,complete,8,31
14273,,GRAND HOTEL ROYAL,DINNER,COM,BUDAPEST,BROADSIDE; ILLUS; 4 X 8;,,MENU IN FRENCH;,1901-2336,,,9/14/1901,Grand Hotel Royal,,,,complete,2,13
14274,,MILLS HOTEL RESTAURANT,DINNER,COM,"BLEECKER,THOMPSON & SULLIVAN STREETS,NY",BROADSIDE; PHOTOGRAPH;4.5 X 9.5;,,,1901-2337,,,9/14/1901,Mills Hotel Restaurant,,,,complete,2,23
14275,,NORDDEUTSCHER LLOYD BREMAN,BREAKFAST,COM,"EN ROUTE ""FRIEDRICH DER GROSSE""",BROADSIDE; ILLUS; COL; 5.5 X 8.25;,,MENU IN BOTH GERMAN & ENGLISH;,1901-2340,,,9/14/1901,Norddeutscher Lloyd Breman,,,,complete,2,72
14276,,NORDDEUTSCHER LLOYD BREMEN,DINNER,COM,"EN ROUTE ""FRIEDRICH DER GROSSE """,FOLDER; ILLUS.COVER; COL; 5.25 X 7.5;,,MENU IN BOTH GERMAN & ENGLISH;,1901-2347,,,9/15/1901,Norddeutscher Lloyd Bremen,,,,complete,4,38
14277,,MAPLEWOOD HOTEL,LUNCHEON,COM,"WHITE MOUNTAINS,N.H.",BROADSIDE; COL; 4.5 X 6.75;,,,1901-2348,,,9/16/1901,Maplewood Hotel,,,,complete,2,39
14278,,UNION PACIFIC DINING CAR SERVICE,BREAKFAST,COM,EN ROUTE,BROADSHEET; PHOTOGRAPH ON BACK; 5.5 X 7.25;,,PRICES LISTED FOR EACH ITEM;,1901-2349,,,9/1/1901,Union Pacific Dining Car Service,,Dollars,$,complete,2,48
14279,,NORDDEUTSCHER LLOYD BREMEN,[LUNCH],COM,"EN ROUTE  ""FRIEDRICH DER GROSSE""",BROADSIDE; ILLUS; COL; 5.25 X 7.5;,,MENU IN GERMAN ONLY;,1901-2353,,,9/16/1901,Norddeutscher Lloyd Bremen,,,,complete,2,13
14280,,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COM,"EN ROUTE 'FRIEDRICH DER GROSSE""",FOLDER; ILLUS.COVER; COL; 4 X 6.5;,,MENU IN BOTH GERMAN & ENGLISH;,1901-2356,,,9/16/1901,Norddeutscher Lloyd Bremen,,,,complete,4,55
14282,,GREAT NORTHERN SYSTEM,BREAKFAST,COMMERCIAL,DINING CAR,CARD; ILLUS; 4.75X7',DAILY;,MOUNT RAINER FROM SEATTLE PICTURED; NO DATE EXCEPT FOR RUBBER STAMP OF BUTTOLPH COLLECTION;,1901-1920,,,1/1/1901,Great Northern System,,Dollars,$,complete,2,54
14283,,HOTELS SEILER,DINER,COMMERCIAL,"FRIED,GLASER SOHNE,BASEL,[SWITZERLAND?]",CARD; ILLUS; COL; 5X8.25;,DAILY;,WOMAN HOLDING BASKET WITH FOOD; COINS; FRENCH MENU;,1901-1921,,,7/9/1901,Hotels Seiler,,,,complete,2,8
14284,,STATE DEPARTMENT SPECIAL TO THE PAN-AMERICAN CONGRESS AT THE CITY OF MEXICO (PULLMAN CAR SERVICE),LUNCHEON,GOVT;,EN ROUTE,CARD; 5 X 7;,,,1901-2550,,,10/18/1901,Claremont Hotel,,,,complete,2,29
14285,,SOUTHERN RAILWAY,LUNCHEON,COMMERCIAL,"QUEEN & CRESCENT ROUTE,DINING CAR CINCINNATI",CARD; COL; 4X5.5;,DAILY;,,1901-2551,,,10/18/1901,Southern Railway,,,,complete,2,25
14286,,SOUTHERN RAILWAY,BREAKFAST,COMMERCIAL,"QUEEN & CRESCENT ROUTE,DINING CAR CINCINNATI",CARD; COL; 4X5.5;,DAILY;,,1901-2552,,,10/18/1901,Southern Railway,,,,complete,2,23
14287,,SOUTHERN RAILWAY,DINNER,COMMERCIAL,"QUEEN & CRESCENT ROUTE,DINING CAR CINCINNATI",CARD; COL; 4X5.5;,DAILY;,,1901-2553,,,10/18/1901,Southern Railway,,,,complete,2,23
14288,,SOUTHERN RAILWAY COMPANY,BREAKFAST,COMMERCIAL,EN ROUTE,CARD; ILLUS; 5.5X6.6;,DAILY;,COMPLIMENTARY DINING CAR SERVICE FOR 46TH ANNUAL MEETING OF THE AMERICAN ASSOCIATIN OF GENERAL PASSENGER AND TICKET AGENTS,1901-2554,,,10/18/1901,Southern Railway Company,,,,complete,2,20
14289,,SOUTHERN RAILWAY COMPANY,LUNCH,COMMERCIAL,EN ROUTE,CARD; ILLUS; 5.5X6.6;,DAILY;,COMPLIMENTARY DINING CAR SERVICE FOR 46TH ANNUAL MEETING OF THE AMERICAN ASSOCIATIN OF GENERAL PASSENGER AND TICKET AGENTS,1901-2558,,,10/18/1901,Southern Railway Company,,,,complete,2,16
14290,,STATE DEPARTMENT SPECIAL TO THE PAN-AMERICAN CONGRESS AT THE CITY OF MEXICO,BREAKFAST,GOVT;,EN ROUTE,CARD; 5 X 7;,COMPLIMENTARY/TESTIMONIAL,PULLMAN CAR SERVICE;,1901-2559,,,10/18/1901,State Department Special To The Pan American Congress At The City Of Mexico,,,,complete,2,31
14294,,SQUANTUMET(?),DINNER,,,BROADSIDE; 6.5 X 7.5;,,"CHAMPAGNE; MENU IS SILK HANDKERCHIEF FRINGED, GRAY WITH BLACK BORDER; MENU APPEARS TO BE PARTLY NATIVE AMERICAN PARTLY MOCK WITH MENU ITEMS BELOW IN ENGLISH; IN UNUSUALS;",1901-2024,,,7/24/1901,Squantumet(?),,,,complete,2,37
14299,,UNION PACIFIC R.R. CO. ET AL,DINNER,COMMERCIAL,DINING CAR,CARD; ILLUS; COL; 5.5X7.25;,DAILY;,EMBLEM; DATE HAND WRITTEN; PHOTOGRAPH OF SALT LAKE CITY ON BACK;,1901-2362,,,9/1/1901,Union Pacific R.R. Co. Et Al,,Dollars,$,complete,2,37
14300,,GIBSON HOUSE,DAILY MENU,COMMERCIAL,"[CINCINNATI,OH?]",FOLDER; COL; 5.75X9;,DAILY;,"MENU PRINTED ON BLACK PAPER AND MARKED IN MEMORY OF OUR LATE PRESIDENT WILLIAM MCKINLEY,DIED SPET.14,1901;",1901-2376,,,9/19/1901,Gibson House,,Dollars,$,complete,4,205
14310,,THE MARGARET LOUISA HOME,CHRISTMAS DINNER,,,FOLDER; ILLUS; COL; 3.5X5;,RELIGIOUS HOLIDAY,,1905-1025,,,12/25/1905,The Margaret Louisa Home,,,,complete,4,15
14311,,CHRYSANTHEMUM CLUB OF THE U.S. FLAGSHIP TEXAS,FIRST BANQUET,SOC;,"ARGYLE HOTEL; CHARLESTON, SC",FOLDER; 5.25X7.25;,RELIG & ANNIV;,WINES LISTED WITH COURSE; MEMBERS PRESENT LISTED;,1905-1026,,,12/25/1905,Chrysanthemum Club Of The U.S. Flagship Texas,,,,complete,4,28
14318,,HAMBURG-AMERIKA LINIE,"DAILY MENU, LUNCHEON",COMMERCIAL,"EN ROUTE MAIL STEAMER ""PATRICIA""",FOLDER; ILLUS; COL; 4.75X7;,,MENU IN GERMAN AND IN ENGLISH; COVER ILLUSTRATED WITH DRAWING OF STEAMSHIP; MUSIC PROGRAM ON BACK;,1905-1034,,,12/27/1905,Hamburg Amerika Linie,,,,complete,4,30
14320,,CHAMPAGNE DUC DE MONTEBELLO (?),DINNER,COMMERCIAL,"BERGEN, NORWAY",CARE; ILLUS; COL; 4.75 X 7.25;,0THER (COMMERCIAL?);,"MENU IN NORWEGIAN; APPEARS TO BE A DINNER WITH MANY WINES POSSIBLY A PROMOTIONAL DINNER FOR ABOVE COMPANY;  ILLUSTRATION OF MAN AND WORMAN DANCING, AND CHAMPAGNE BOTTLES AND GLASSES; NOTE BY FEB ABOUT DATE;",1901-2583,,,10/21/1901,Champagne Duc De Montebello (?),,,,complete,2,20
14324,,ST. MARK'S CAFE,DAILY MENU,COMMERCIAL,"VENICE, CA",BROADSIDE; ILLUS; COL; 5.75X8.5;,,WINES LISTED WITH COURSE; PL NOTED BY FEB;,1905-1040,,,12/27/1905,St. Mark's Cafe,,,,complete,2,16
14325,,THE COMMERCIAL CLUB,FOURTH ANNUAL BANQUET,SOC;,"SALT LAKE CITY, UT",BOOKLET; ILLUS; COL; 10.25X7.5;,ANNIVERSARY;,"WINES LISTED WITH COURSE; SOME UTAH RESOURCES, MUSIC, TOASTS, OFFICERS AND DIRECTORS AND BANQUET COMMITTEE LISTED, EACH ON A SEPARATE TITLED PAGE;",1905-1044,,,12/28/1905,The Commercial Club,,Dollars,$,complete,8,571
14333,,PARK AVENUE HOTEL,"DAILY MENU, DINNER",COMMERCIAL,"NEW YORK, NY",BROADSIDE; 4X7.5;,,"PRICED WINE LIST; FEB NOTED ""FROM MR. LEWIS C. TWOMBLEY"";",1905-1053,,,12/31/1905,Park Avenue Hotel,,Dollars,$,complete,2,27
14336,,UNITED TYPOTHETAE OF AMERICA,15TH ANNUAL CONVENTIN,SOC;,"ELLICOTT CLUB, BUFFALO, NY",FOLDER; ILLUS; COL; 5X9;,ANNIVERSARY;,"MENU CALLED ""A COLD BITE;"" WINES SERVED WITH INDIVIDUAL COURSES; SOME LITERARY QUOTATIONS; SKETCHES OF TABLE SETTINGS; SILK CORD ATTACHMENT;",1901-2214,,,8/27/1901,United Typothetae Of America,,,,complete,8,17
14339,,UNITED STATES WEATHER BUREAU OFFICIALS,CONVENTION BANQUET,PROF;,"PFISTER HOTEL, MILWAUKEE, WI",FOLDER; ILLUS; COL; 5.25X7;,ANNIVERSARY;,LISTS WINES SERVED WITH INDIVIDUAL COURSES; MUSICAL PROGRAM; TOASTS; SILK CORD ATTACHMENT; SKETCHES RELATED TO WEATHER THEME ON COVER;,1901-2230,,,8/29/1901,United States Weather Bureau Officials,,,,complete,8,23
14340,,KENWOOD HOTEL,DINNER,COMMERCIAL,"MANILA,P.I.",FOLDER;COL;4.5X6.5;,DAILY;,FOREIGN;,1901-1786,,,6/27/1901,Kenwood Hotel,,,,complete,4,35
14343,,KAPPA ALPHA,DINNER AT SPRING REUNION AND CONVENTION,EDUC;,"ELLICOTT CLUB,BUFFALO,NY",BOOKLET;COL;4X6.25;,ANNIVERSARY;,NAMES;WORDS TO SONGS;,1901-1796,,,6/28/1901,Kappa Alpha,,,,complete,12,19
14344,,BAR OF THE SOUTHERN DISTRICT OF WEST VIRGINIA,"DINNER TO HON.JOHN J.JACKSON,JUDGE OFTHE DISTRICT COURT OF THE UNITED STATES FOR THE DISTRICT OF WEST VIRGINIA",PROF;,"HOTEL RUFFNER,CHARLESTON,WV",BOOKLET;ILLUS;6X8;,COMPLIMENTARY/TESTIMONIAL,RIBBON AT LEFT;PHOTOGRAPH ON COVER;PAGES FOR AUTOGRAPHS;WINES;TOASTS;NAMES;,1901-1797,,,6/28/1901,Bar Of The Southern District Of West Virginia,,,,complete,16,20
14345,,HAMBURG-AMERIKA LINIE,FRUHSTUCK-BREAKFAST,COMMERCIAL,SCHNELLDAMPFER FURST BISMARCK,FOLDER; COL; 4.25X6.25;,,GERMAN & ENGLISH;,1901-2045,,,7/26/1901,Hamburg Amerika Linie,,,,complete,4,68
14346,,HAMBURG-AMERIKA LINIE,FRUHSTUCK-LUNCH,COMMERCIAL,SCHNELLDAMPFER FURST BISMARCK,CARD; ILLUS; COL; 5X8.25;,,"GERMAN & ENGLISH; STEAMSHIP, GODDESS, FOODS ILLUSTRATED;",1901-2046,,,7/26/1901,Hamburg Amerika Linie,,,,complete,2,32
14347,,HAMBURG-AMERIKA LINIE,ERBSENSUPPE,COMMERCIAL,SCHNELLDAMPFER FURST BISMARCK,CARD; ILLUS; COL; 5X8.25;,,"GERMAH; STEAMSHIP, GODDESS, FOODS ILLUSTRATED;",1901-2047,,,7/26/1901,Hamburg Amerika Linie,,,,complete,2,10
14348,,ERIE,LUNCHEON,COMMERCIAL,ON BOARD TRAIN,CARD; ILLUS; COL; 5.25X7.5;,,"A LA CARTE MENU; ""NO CHECK ISSUES FOR LESS THAN 25 CENTS;"" DECORATIVE BORDER; VARIOUS RAILROAD SCENIC VIEWS ON BACK;",1901-2051,,,1/1/1901,Erie,,Cents,c,complete,2,61
14349,,O.D.,DINNER,COMMERCIAL,ON BOARD,CARD; ILLUS; COL; 5X8;,,COMPANY SEAL AT TOP;,1901-2055,,,1/1/1901,O.D.,,,,complete,2,27
14350,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,S.S. ZEALANDIA,FOLDER; ILLUS; COL; 5X7.5;,,"MENU HANDWRITTEN IN VIOLET INK & DUPLICATED; SAILSHIP ON COVER, SURROUNDED BY FLOWERS, FRUITS & WINES, HARBOR SCENE; GOLDEN GATE ILLUSTRATED ON BACK COVER;",1901-2059,,,7/26/1901,Oceanic Steamship Company,,,,complete,4,34
14351,,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",CARD; ILLUS; COL; 5.5X8;,,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF STEAMER AND CLASSICAL FRIEZE; SET UP FOR USE AS A POSTCARD;,1901-2236,,,8/30/1901,Norddeutscher Lloyd Bremen,,,,complete,2,71
14354,,SOUTHERN PACIFIC COMPANY,BREAKFAST,COMMERCIAL,SUNSET OGDEN AND SHASTA ROUTES - DINING CAR,CARD; 5.5 X 8.25;,,PRICED MENU; RED LOGO; DATE NOTED BY FEB;,1901-2241,,,8/30/1901,Southern Pacific Company,,Dollars,$,complete,2,62
14355,,FOREIGN COMMISSIONERS,DINNER TO THE PRESIDENT AND BOARD OF DIRECTORS OF THE PAN AMERICAN EXPOSITION,COMMERCIAL,"ELLICOTT CLUB,BUFFALO,NY",BOOKLET;ILLUS;COL;5X9;,COMPLIMENTARY/TESTIMONIAL,RIBBON AT LEFT;MENU IN FRENCH;WINES;OUTLINE OF WESTERN HEMISPHERE IN CIRCLE;MUSICAL PROGRAM;,1901-1798,,,6/29/1901,Foreign Commissioners,,,,complete,8,28
14361,,HOTEL SEILER,DINNER,COMMERCIAL,ZERMATT [SWITZERLAND],CARD; ILLUS; 4.5 X 7.5;,,HANDWRITTEN; ILLUSTRATION OF YODELER AND CATTLE; ADS FOR CHOCOLATE IN FRENCH AND GERMAN ON BACK;,1901-1812,,,7/2/1901,Hotel Seiler,,,,complete,2,10
14362,,HUGOT'S,MENU,COMMERCIAL,"ST. GEORGE, S.I.",CARD; 4.5X7;,,"TABLE D'HOTE MENU, $1.00; HANDWRITTEN; ""BOHEMIAN RESTAURANT"" ADDED BY FEB;",1901-2390,,,9/21/1901,Hugot's,,,,complete,2,10
14363,,EPISCOPAL SPECIAL,"MENUS FOR SPECIAL TRAIN TO EPISCOPAL CONVENTION IN SAN FRANCISCO, OCT. 2, 1901",RELIG;,"ABOARD TRAIN EN ROUTE, MINNEAPOLIS TO SAN FRANCISCO",BOOKLET; ILLUS; 4.5X6;,OTHER (CONVENTION);,"INCLUDES MENUS (BREAKFAST, LUNCH & DINNER), TABLE D'HOTE, $1.OO EACH, FOR 3 DAYS EN ROUTE; INCLUDES PHOTOGRAPHS OF NATURAL SITES EN ROUTE; INCLUDES PRICED WINE LIST, ITINERARY, LIST OF PUBLICATIONS, REPRESENTATIVES FOR THE 500 LINE; SILK THREAD ATTACHMENT",1901-2399,,,9/23/1901,Episcopal Special,,,,complete,24,182
14365,,HANSELAMANN-LOGE NO. 208,GOLDENES JUBILAEUM (GOLDEN JUBILEE),SOC;,"SCOTTISH RITE CATHEDRAL, CINCINNATI, OH",BOOKLET; COL; 6.25 X 9;,ANNIVERSARY;,"WINES; MENU AND OTHER MATERIAL IN GERMAN; MUSICAL PROGRAM; SEPIA STOCK, MASONIC EMBLEM;",1901-2587,,,10/21/1901,Hanselamann Loge No. 208,,,,complete,8,20
14366,,A. AND A.S.R.,CENTENNIAL CELEBRATION,,"NEW WILLARD, THE, WASHINGTON, DC",CARD; COL; 4.25X6.25;,ANNIVERSARY;,WINES; MENU IN FRENCH; RED AND GREEN PRINT;,1901-2590,,,10/23/1901,A. And A.S.R.,,,,complete,2,24
14367,,H.A.H.,DINNER (?),,GERMANY(?),CARD; 3.75 X 5.75;,,LARGE SELECTI0N OF WINES; MENU IN GERMAN; SOMEWHAT ILLEGIBLE NOTATION OF OCCASION ON BACK; H.A.H. IS MONOGRAM;,1901-2591,,,10/23/1901,H.A.H.,,,,complete,2,19
14368,,NEW YORK STATE MEDICAL ASSOCIATION,ANNUAL BANQUET,PROF;,"MURRAY HILL HOTEL, NEW YORK, NY",FOLDER; 3.75 X 7;,ANNIVERSARY;,ILLEGIBLE NOTATION ALONGSIDE MENU; SPEAKERS 0NE OF WHOM DISCUSSED THE NEED FOR LEGISLATION FOR THE RELIEF OF THOSE AFFLICTED WITH THE DRUG HABIT;,1901-2592,,,10/23/1901,New York State Medical Association,,,,complete,4,19
14369,,CLEVELAND BANKS AND BANKERS,BANQUET TO MEMBERS OF THE OHIO BANKERS ASSOCIATION,PROF;,"HOLLENDEN HOTEL, [CLEVELAND, OH]",BOOKLET; ILLUS; COL; 6 X 7.25;,COMPLIMENTARY/TESTIMONIAL,WINES; TOASTS; VISITING CARD OF OTTO GULDEMEISTER OF PHOENIX CLUB IN CINCINNATI INCLUDED; RED CARNATION AND U.S. SEAL; SEAL OF OHIO ON BACK COVER;,1901-2594,,,10/24/1901,Cleveland Banks And Bankers,,,,complete,10,25
14372,,RED STAR LINE,DINNER,COMMERCIAL,EN ROUTE ABOARD S.S. ZEELAND,CARD; ILLUS; COL; 5 X 7.75;,,ILLUSTRATION OF SHIP AND ART DECO FLOWERS;,1901-2603,,,10/31/1901,Red Star Line,,,,complete,2,24
14373,,RED STAR LINE,LUNCH,COMMERCIAL,EN ROUTE ABOARD S.S. ZEELAND,CARD; ILLUS; COL; 5.5 X 7.75;,,ILLUSTRATION OF SHIP AND DUTCH MEN AND WOMEN; IMPRINTED FOR USE AS A POST CARD;,1901-2604,,,10/31/1901,Red Star Line,,,,complete,2,23
14374,,RED STAR LINE,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD S.S. ZEELAND,CARD; ILLUS; COL; 5.5 X 7.75;,,ILLUSTRATION IN RED OF SHIP; IMPRINTED FOR USE AS A POST CARD;,1901-2605,,,10/31/1901,Red Star Line,,,,complete,2,21
14375,,MILLS HOTEL,ANNIVERSARY DINNER,COM,[NY],BROADSIDE; PHOTO;COL;4 X 7.25;,ANNIVERSARYERSARY,,1901-2607,,,11/1/1901,Mills Hotel,,,,complete,2,22
14376,,ROUND TABLE CLUB,DINNER,COMMERCIAL,?,BROADSIDE; CLUB EMBLEM;5.25 X 8;,,HANDWRITTEN MENU; WINES & CHAMPAGNE LISTED;,1901-2608,,,11/1/1901,Round Table Club,,,,complete,2,22
14377,,RED STAR LINE - ANTWERPEN -NEW YORK,BREAKFAST,COM,EN ROUTE S.S.ZEELAND,BROADSIDE; ILLUS; COL; 5.5 X 8;,,,1901-2609,,,11/1/1901,Red Star Line   Antwerpen  New York,,,,complete,2,22
14378,,RED STAR LINE -,DINNER,COM,EN ROUTE S.S.ZEELAND,BROADSIDE; ILLUS; COL; 5 X 8;,,,1901-2611,,,11/1/1901,Red Star Line,,,,complete,2,22
14379,,NEW ENGLAND SHORTHAND REPORTERS' ASSOCIATION,DINNER,PROF;,"AMERICAN HOUSE,BOSTON,MASS.",FOLDER; ILLUS; 4.25 X 6.75;,SEMI-ANNUAL,ALL SPEAKERS LISTED;,1901-2612,,,11/2/1901,New England Shorthand Reporters' Association,,,,complete,4,21
14380,,RED STAR LINE - ANTWERPEN - NY,LUNCHEON,COMMERCIAL,EN ROUTE S.S.ZEELAND,BROADSIDE; ILLUS; COL; 5.5 X 8;,,,1901-2614,,,11/2/1901,Red Star Line   Antwerpen   Ny,,,,complete,2,22
14381,,RED STAR LINE -ANTWERPEN - NY,BREAKFAST,COM,EN ROUTE S.S.ZEELAND,BROADSIDE; ILLUS; COL; 5.5 X 8;,,,1901-2616,,,11/3/1901,Red Star Line  Antwerpen   Ny,,,,complete,2,19
14382,,RED STAR LINE-ANTERPWN -NY,LUNCHEON,COMMERCIAL,EN ROUTE S.S. ZEELAND,BROADSIDE; ILLUS; COL; 5.5 X 8;,,,1901-2617,,,11/3/1901,Red Star Line Anterpwn  Ny,,,,complete,2,23
14383,,RED STAR LINE - ANTWERPEN NY,BREAKFAST,COMMERCIAL,EN ROUTE S.S. ZEELAND,BROADSIDE; ILLUS; 5.5 X 8;,,,1901-2619,,,11/4/1901,Red Star Line   Antwerpen  Ny,,,,complete,2,22
14384,,MILLS HOTEL,TURKEY DINNER,COM,NY,BROADSIDE; PHOTO; 4 X 7.5;,ELECTION DAY,,1901-2622,,,11/5/1901,Mills Hotel,,,,complete,2,22
14385,,RED STER LINE - ANTWERPEN - NY,BREAKFAST,COM,EN ROUTE S.S. ZEELAND,BROADSIDE; ILLUS; 5.5 X 8;,,,1901-2624,,,11/5/1901,Red Star Line Antwerpen New York,,,,complete,2,21
14386,,ROYAL PALACE HOTEL,DINNER,COMMERCIAL,"ATLANTIC CITY, NJ",CARD; ILLUS; COL; 4X9.75;,,SKETCH OF WOMAN AT TOP;,1901-2065,,,7/28/1901,Royal Palace Hotel,,,,complete,2,45
14387,,ERIE,BREAKFAST,COMMERCIAL,ON BOARD,CARD; ILLUS; COL; 5.25X7.5;,,"A LA CARTE MENU; WREATH OF FLOWERS ON FRONT, PICTURESQUE SCENES ON BACK;",1901-2066,,,1/1/1901,Erie,,Dollars,$,complete,2,56
14388,,CHAMBERLIN HOTEL,BREAKFAST,COMMERCIAL,"OLD POINT COMFORT, VA",CARD; ILLUS; COL; 4.5X7;,,"""THE FRESH FISH ARE CAUGHT IN OUR CHESAPEAKE BAY;"" HOTEL SEAL AT TOP; [DATE INFO SUPPLIED BY FEB];",1901-2068,,,7/30/1901,Chamberlin Hotel,,,,complete,2,53
14389,,CHAMBERLIN HOTEL,LUNCHEON,COMMERCIAL,"OLD POINT COMFORT, VA",FOLDER; ILLUS; COL; 4.5X7.5;,,"POINTS OF INTEREST ABOUT OLD POINT COMFORT WITH DESCRIPTIONS, ETC., HOTEL SEAL ON COVER, BORDER;",1901-2069,,,7/30/1901,Chamberlin Hotel,,,,complete,4,35
14390,,GRAND UNION,LUNCHEON,COMMERCIAL,"SARATOGA SPRINGS, NY",CARD; ILLUS; COL; 5.5X7;,,HOTEL EMBLEM AT TOP;,1901-2071,,,7/31/1901,Grand Union,,,,complete,2,39
14391,,BERG EN DAL HOTEL,MENU,COMMERCIAL,,CARD; ILLUS; COL; 4X6.25;,,FRENCH; ILLUSTRATIONS RELATING TO ART & INDUSTRY EXPOSITION;,1901-2072,,,7/31/1901,Berg En Dal Hotel,,,,complete,2,11
14392,,DUTCHER HOUSE,SUPPER,COMMERCIAL,"PAWLING, NY",CARD; 4.5X6.75;,,SERVING HOURS LISTED; [DATE HANDWRITTEN];,1901-2074,,,8/1/1901,Dutcher House,,,,complete,2,42
14393,,ROMERBAD HOTEL,SUPPER,COMMERCIAL,BADENWEILER [GOL.DUCHY OF BADEN],CARD; ILLUS; 4.25X6.25;,,HANDWRITTEN IN VIOLET INK; HOTEL MONOGRAM AT TOP; LOCATION ENTERED BY HAND;,1901-2075,,,8/1/1901,Romerbad Hotel,,,,complete,2,6
14394,,GRILL ROOM,,COMMERCIAL,,CARD; 5X7.5;,,"A LA CARTE MENU; ""SERVED FOR ONE PERSON ONLY;"" [DATE INFO SUPPLIED BY FEB];",1901-2077,,,8/1/1901,Grill Room,,Dollars,$,complete,2,99
14395,,RATHSKELLER,,,,CARD; 4X7.5;,,A LA CARTE MENU; [DATE INFO SUPPLIED BY FEB];,1901-2078,,,8/1/1901,Rathskeller,,Dollars,$,complete,2,44
14396,,REVELSTOKE HOTEL,DINNER,COMMERCIAL,,CARD; 5X7.25;,,MENU HANDWRITTEN IN BLACK INK;,1901-2079,,,8/2/1901,Revelstoke Hotel,,,,complete,2,23
14397,,OLYMPIC CLUB,LAWN PARTY & BAND CONCERT,SOC;,"BAY SHORE, NY",BOOKLET; ILLUS; COL; 3.75X7;,,"""MEMBERS & GENTLEMEN GUESTS ONLY;"" INCLUDES MUSICAL PROGRAM-MUSIC BY PROF.CROWLEY'S EIGHTH REGIMENT BAND; OFFICERS, BOARD OF DIRECTORS, COMMITTEES LISTED; CLUB SEAL ON COVER; SILK RIBBON BINDING;",1901-2080,,,8/2/1901,Olympic Club,,,,complete,8,33
14398,,JERUSALEM TEMPLE A.A.O.N.M.S.,DINNER,SOC;,"NEW ORLEANS, LA",FOLDER; ILLUS; COL; 5.5X7;,[ANNIV?];,WINES LISTED; PL NOTED BY FEB; OFFICERS AND STEWARDS LISTED;,1907-1000,,,11/23/1907,Jerusalem Temple A.A.O.N.M.S.,,,,complete,4,20
